Em,IDSessao,Pedido,IP,Pageviews
03/11/2012 18:17:00,916296650,,"66.249.71.107",1
03/11/2012 18:12:00,916294504,,"66.249.71.107",1
03/11/2012 18:01:00,916289699,,"157.55.116.30",1
03/11/2012 17:55:00,916287143,,"66.249.71.13",1
03/11/2012 16:50:00,916256799,,"66.249.71.50",1
03/11/2012 16:35:00,916250089,,"66.249.71.76",1
03/11/2012 16:32:00,916248959,,"66.249.71.66",1
03/11/2012 16:04:00,916236371,,"66.249.71.67",1
03/11/2012 15:54:00,916231826,,"66.249.71.24",1
03/11/2012 15:47:00,916228252,,"66.249.71.76",1
03/11/2012 15:38:00,916224225,,"66.249.71.97",1
03/11/2012 15:35:00,916222783,,"66.249.71.106",1
03/11/2012 15:29:00,916219843,,"66.249.71.15",1
03/11/2012 15:13:00,916212547,,"66.249.71.65",1
03/11/2012 15:01:00,916206862,,"74.125.183.26",3
03/11/2012 15:01:00,916206825,,"66.249.71.75",1
03/11/2012 14:58:00,916205526,,"66.249.71.83",1
03/11/2012 14:49:00,916201179,,"66.249.71.74",1
03/11/2012 14:39:00,916196062,,"66.249.71.76",1
03/11/2012 14:33:00,916192708,,"66.249.71.13",1
03/11/2012 14:30:00,916191189,,"66.249.71.99",1
03/11/2012 14:26:00,916189288,,"66.249.71.83",1
03/11/2012 14:16:00,916184106,,"65.55.52.86",1
03/11/2012 14:13:00,916182816,,"66.249.71.107",1
03/11/2012 13:51:00,916171263,,"66.249.71.49",1
03/11/2012 13:43:00,916167041,,"66.249.71.48",1
03/11/2012 13:33:00,916162369,,"66.249.71.22",1
03/11/2012 13:21:00,916156137,,"66.249.71.74",1
03/11/2012 13:13:00,916152027,,"66.249.71.99",1
03/11/2012 13:01:00,916146327,,"66.249.71.83",1
03/11/2012 12:50:00,916141365,,"66.249.71.98",1
03/11/2012 12:50:00,916141344,,"66.249.71.83",1
03/11/2012 12:50:00,916141192,,"66.249.71.13",1
03/11/2012 12:31:00,916133281,,"66.249.71.83",1
03/11/2012 12:21:00,916127930,,"177.16.176.142",2
03/11/2012 12:20:00,916127799,,"66.249.71.48",1
03/11/2012 12:13:00,916124256,,"186.226.160.54",6
03/11/2012 12:05:00,916121034,,"66.249.71.48",1
03/11/2012 12:03:00,916120286,,"177.183.187.232",1
03/11/2012 11:46:00,916112780,,"66.249.71.76",1
03/11/2012 11:45:00,916112369,,"66.249.71.14",1
03/11/2012 11:45:00,916112341,,"66.249.71.14",1
03/11/2012 11:45:00,916112313,,"66.249.71.14",1
03/11/2012 11:45:00,916112208,,"66.249.71.65",1
03/11/2012 11:45:00,916112182,,"66.249.71.24",1
03/11/2012 11:44:00,916112156,,"66.249.71.65",1
03/11/2012 11:44:00,916111984,,"66.249.71.74",1
03/11/2012 11:44:00,916111780,,"66.249.71.66",1
03/11/2012 11:43:00,916111686,,"66.249.71.48",1
03/11/2012 11:43:00,916111643,,"66.249.71.99",1
03/11/2012 11:43:00,916111580,,"66.249.71.50",1
03/11/2012 11:41:00,916110588,,"66.249.71.22",1
03/11/2012 11:41:00,916110468,,"66.249.71.15",1
03/11/2012 11:40:00,916110241,,"66.249.71.23",1
03/11/2012 11:40:00,916110125,,"66.249.71.85",1
03/11/2012 11:39:00,916109900,,"66.249.71.76",1
03/11/2012 11:25:00,916104045,,"177.0.31.236",1
03/11/2012 11:24:00,916103552,,"66.249.71.98",1
03/11/2012 11:16:00,916099750,,"177.83.51.154",2
03/11/2012 11:11:00,916097421,,"66.249.71.23",1
03/11/2012 11:08:00,916095987,,"66.249.71.74",1
03/11/2012 11:06:00,916095427,,"66.249.71.66",1
03/11/2012 10:55:00,916090370,,"66.249.71.67",1
03/11/2012 10:50:00,916088369,,"177.17.203.20",2
03/11/2012 10:43:00,916085593,,"66.249.71.98",1
03/11/2012 10:36:00,916082209,,"66.249.71.229",1
03/11/2012 10:30:00,916079503,,"66.249.71.48",1
03/11/2012 10:30:00,916079500,,"66.249.71.76",1
03/11/2012 10:27:00,916078248,,"66.249.71.74",1
03/11/2012 10:12:00,916071755,,"177.180.154.172",22
03/11/2012 10:10:00,916070627,,"66.249.71.84",1
03/11/2012 10:07:00,916069274,,"66.249.71.106",1
03/11/2012 10:04:00,916067923,,"66.249.71.65",1
03/11/2012 09:53:00,916062684,,"66.249.71.106",1
03/11/2012 09:43:00,916057986,,"66.249.71.67",1
03/11/2012 09:40:00,916056607,,"66.249.71.66",1
03/11/2012 09:40:00,916056599,,"66.249.71.83",1
03/11/2012 09:37:00,916055036,,"66.249.71.211",1
03/11/2012 09:35:00,916053971,,"157.55.35.52",1
03/11/2012 09:33:00,916053009,,"66.249.71.15",1
03/11/2012 09:32:00,916052476,,"66.249.71.84",1
03/11/2012 09:30:00,916051664,,"66.249.71.106",0
03/11/2012 09:28:00,916050687,,"66.249.71.107",0
03/11/2012 09:27:00,916050135,,"66.249.71.24",1
03/11/2012 09:23:00,916048066,,"66.249.71.85",1
03/11/2012 09:17:00,916045688,,"66.249.71.98",1
03/11/2012 09:12:00,916042879,,"66.249.71.83",1
03/11/2012 09:07:00,916040361,,"66.249.71.83",1
03/11/2012 09:06:00,916039941,,"66.249.71.24",1
03/11/2012 09:05:00,916039287,,"66.249.71.15",1
03/11/2012 09:03:00,916038090,,"66.249.71.76",1
03/11/2012 09:02:00,916037409,,"66.249.71.84",1
03/11/2012 09:02:00,916037309,,"66.249.71.74",1
03/11/2012 08:58:00,916034723,,"66.249.71.66",1
03/11/2012 08:49:00,916029380,,"66.249.71.83",1
03/11/2012 08:44:00,916026195,,"66.249.71.65",1
03/11/2012 08:36:00,916021717,,"66.249.71.99",1
03/11/2012 08:28:00,916017021,,"66.249.71.22",0
03/11/2012 08:25:00,916015519,,"66.249.71.15",1
03/11/2012 08:22:00,916013463,,"66.249.71.108",1
03/11/2012 08:20:00,916012291,,"66.249.71.85",1
03/11/2012 08:18:00,916011113,,"66.249.71.66",1
03/11/2012 08:18:00,916011057,,"66.249.71.48",1
03/11/2012 08:17:00,916010268,,"66.249.71.13",1
03/11/2012 08:16:00,916010056,,"66.249.71.107",1
03/11/2012 08:15:00,916009407,,"66.249.71.22",1
03/11/2012 08:11:00,916006848,,"66.249.71.14",1
03/11/2012 08:08:00,916005188,,"66.249.71.108",1
03/11/2012 08:03:00,916001963,,"66.249.71.76",0
03/11/2012 07:59:00,916000026,,"66.249.71.108",0
03/11/2012 07:48:00,915992967,,"66.249.71.108",1
03/11/2012 07:37:00,915986774,,"66.249.71.85",1
03/11/2012 07:32:00,915983954,,"66.249.71.108",1
03/11/2012 07:30:00,915982904,,"66.249.71.48",1
03/11/2012 07:22:00,915978376,,"66.249.71.97",1
03/11/2012 07:14:00,915973453,,"66.249.71.13",1
03/11/2012 07:11:00,915972276,,"66.249.71.97",1
03/11/2012 07:01:00,915966220,,"66.249.71.24",1
03/11/2012 06:56:00,915964816,,"66.249.71.75",1
03/11/2012 06:56:00,915964717,,"66.249.71.14",1
03/11/2012 06:17:00,915953403,,"66.249.71.65",1
03/11/2012 06:01:00,915948637,,"157.55.33.22",1
03/11/2012 05:32:00,915940334,,"66.249.71.22",1
03/11/2012 05:17:00,915936256,,"66.249.71.67",1
03/11/2012 04:40:00,915926150,,"66.249.71.49",1
03/11/2012 04:26:00,915920418,,"66.249.71.106",1
03/11/2012 04:20:00,915918592,,"66.249.71.50",1
03/11/2012 04:11:00,915916179,,"66.249.71.75",1
03/11/2012 03:54:00,915911909,,"66.249.71.98",1
03/11/2012 03:44:00,915909076,,"66.249.71.67",1
03/11/2012 03:41:00,915908251,,"66.249.71.106",1
03/11/2012 03:15:00,915901025,,"66.249.71.97",1
03/11/2012 03:00:00,915896974,,"66.249.71.13",1
03/11/2012 02:38:00,915891141,,"66.249.71.75",1
03/11/2012 02:32:00,915889407,,"66.249.71.99",1
03/11/2012 02:22:00,915886486,,"66.249.71.48",1
03/11/2012 01:33:00,915871149,,"66.249.71.99",1
03/11/2012 01:28:00,915869620,,"119.247.227.236",1
03/11/2012 01:20:00,915867228,,"66.249.71.13",1
03/11/2012 01:03:00,915861081,,"66.249.71.15",1
03/11/2012 00:59:00,915859692,,"66.249.71.24",1
03/11/2012 00:56:00,915858624,,"66.249.71.65",1
03/11/2012 00:46:00,915854956,,"66.249.71.76",1
02/11/2012 23:58:00,915837107,,"66.249.71.99",1
02/11/2012 23:41:00,915830082,,"157.55.36.52",1
02/11/2012 23:41:00,915829903,,"157.55.36.52",1
02/11/2012 23:37:00,915828170,,"66.249.71.13",1
02/11/2012 23:32:00,915826540,,"157.56.229.187",1
02/11/2012 23:28:00,915824607,,"66.249.71.97",1
02/11/2012 23:22:00,915822042,,"157.55.32.100",1
02/11/2012 23:22:00,915821937,,"157.55.32.100",1
02/11/2012 23:21:00,915821820,,"157.55.32.100",1
02/11/2012 23:14:00,915818779,,"157.56.229.187",1
02/11/2012 23:13:00,915818226,,"82.155.0.162",2
02/11/2012 23:11:00,915817472,,"66.249.71.107",1
02/11/2012 23:08:00,915816068,,"157.55.33.22",1
02/11/2012 23:08:00,915815970,,"157.55.33.22",1
02/11/2012 23:08:00,915815804,,"157.55.35.80",1
02/11/2012 23:08:00,915815710,,"157.55.35.80",1
02/11/2012 23:07:00,915815415,,"157.56.229.88",1
02/11/2012 23:06:00,915814971,,"157.55.34.166",1
02/11/2012 23:06:00,915814937,,"157.55.35.52",1
02/11/2012 23:06:00,915814843,,"157.55.35.52",1
02/11/2012 23:05:00,915814735,,"66.249.71.74",1
02/11/2012 23:05:00,915814698,,"157.55.35.52",1
02/11/2012 23:05:00,915814595,,"157.55.35.52",1
02/11/2012 23:04:00,915814270,,"157.55.35.88",1
02/11/2012 23:04:00,915814204,,"157.55.35.88",1
02/11/2012 23:04:00,915814113,,"157.55.35.88",1
02/11/2012 23:04:00,915814050,,"157.55.35.88",1
02/11/2012 23:04:00,915813936,,"157.55.35.80",1
02/11/2012 23:00:00,915812313,,"66.249.71.67",1
02/11/2012 22:59:00,915811859,,"66.249.71.50",1
02/11/2012 22:57:00,915810760,,"157.55.34.166",1
02/11/2012 22:40:00,915802610,,"66.249.71.76",1
02/11/2012 22:39:00,915801892,,"66.249.71.13",1
02/11/2012 22:39:00,915801708,,"66.249.71.107",1
02/11/2012 22:38:00,915801215,,"66.249.71.13",1
02/11/2012 22:36:00,915800399,,"66.249.71.22",1
02/11/2012 22:32:00,915798514,,"66.249.71.85",1
02/11/2012 22:31:00,915797994,,"66.249.71.83",1
02/11/2012 22:17:00,915791296,,"66.249.71.84",1
02/11/2012 22:15:00,915790658,,"66.249.71.76",1
02/11/2012 22:09:00,915787560,,"66.249.71.50",1
02/11/2012 22:09:00,915787155,,"66.249.71.106",1
02/11/2012 22:00:00,915783153,,"66.249.71.108",1
02/11/2012 21:59:00,915782277,,"66.249.71.66",1
02/11/2012 21:56:00,915780892,,"66.249.71.76",1
02/11/2012 21:55:00,915780574,,"66.249.71.106",1
02/11/2012 21:53:00,915779507,,"66.249.71.98",1
02/11/2012 21:42:00,915773835,,"66.249.71.97",1
02/11/2012 21:40:00,915773060,,"66.249.71.76",1
02/11/2012 21:30:00,915767801,,"66.249.71.75",1
02/11/2012 21:29:00,915767060,,"66.249.71.13",1
02/11/2012 21:23:00,915763961,,"66.249.71.24",1
02/11/2012 21:18:00,915761735,,"66.249.71.75",1
02/11/2012 21:12:00,915758592,,"66.249.71.23",1
02/11/2012 21:06:00,915755582,,"177.180.154.172",1
02/11/2012 21:02:00,915753498,,"66.249.71.84",1
02/11/2012 20:48:00,915746474,,"66.249.71.107",1
02/11/2012 20:39:00,915742281,,"66.249.71.66",1
02/11/2012 20:32:00,915738662,,"66.249.71.76",1
02/11/2012 20:22:00,915734127,,"66.249.71.66",1
02/11/2012 20:13:00,915730161,,"66.249.71.107",1
02/11/2012 20:10:00,915728731,,"66.249.71.23",1
02/11/2012 20:08:00,915728059,,"66.249.71.84",1
02/11/2012 20:03:00,915725721,,"66.249.71.65",1
02/11/2012 20:02:00,915724940,,"66.249.71.85",1
02/11/2012 19:56:00,915722526,,"66.249.71.65",1
02/11/2012 19:56:00,915722408,,"66.249.71.24",1
02/11/2012 19:51:00,915720209,,"66.249.71.107",1
02/11/2012 19:50:00,915719580,,"66.249.71.107",1
02/11/2012 19:43:00,915716413,,"66.249.71.67",1
02/11/2012 19:08:00,915700583,,"66.249.71.66",1
02/11/2012 18:59:00,915696015,,"66.249.71.76",1
02/11/2012 18:58:00,915695876,,"66.249.71.99",0
02/11/2012 18:45:00,915689671,,"177.70.87.48",9
02/11/2012 18:42:00,915688013,,"66.249.71.75",1
02/11/2012 18:32:00,915683148,,"66.249.71.107",1
02/11/2012 18:23:00,915679355,,"66.249.71.76",1
02/11/2012 18:23:00,915679283,,"66.249.71.15",1
02/11/2012 18:16:00,915675529,,"119.247.227.236",1
02/11/2012 17:54:00,915664948,,"66.249.71.23",1
02/11/2012 17:39:00,915657904,,"66.249.71.22",1
02/11/2012 17:24:00,915650479,,"66.249.71.75",1
02/11/2012 17:02:00,915640456,,"66.249.71.85",1
02/11/2012 16:52:00,915635915,,"189.104.48.144",1
02/11/2012 16:47:00,915633607,,"66.249.71.74",1
02/11/2012 16:33:00,915627414,,"66.249.71.99",1
02/11/2012 15:50:00,915608615,,"66.249.71.15",1
02/11/2012 15:43:00,915605393,,"66.249.71.76",1
02/11/2012 15:43:00,915605350,,"177.70.87.48",6
02/11/2012 15:40:00,915603997,,"66.249.71.23",1
02/11/2012 15:38:00,915602846,,"157.55.35.88",1
02/11/2012 15:36:00,915601768,,"66.249.71.97",1
02/11/2012 15:32:00,915599993,,"66.249.71.98",1
02/11/2012 15:30:00,915599193,,"66.249.71.50",1
02/11/2012 15:24:00,915596783,,"66.249.71.49",1
02/11/2012 15:02:00,915586970,,"66.249.71.97",1
02/11/2012 15:01:00,915586243,,"74.125.183.16",3
02/11/2012 15:01:00,915586240,,"66.249.71.85",1
02/11/2012 15:00:00,915585909,,"66.249.71.76",1
02/11/2012 14:46:00,915578504,,"66.249.71.67",1
02/11/2012 14:34:00,915572970,,"66.249.71.66",1
02/11/2012 14:34:00,915572729,,"66.249.71.23",1
02/11/2012 14:28:00,915569896,,"200.158.222.77",6
02/11/2012 14:27:00,915569111,,"66.249.71.83",1
02/11/2012 14:20:00,915565717,,"66.249.71.75",1
02/11/2012 14:20:00,915565594,,"66.249.71.107",1
02/11/2012 14:13:00,915562340,,"66.249.71.74",1
02/11/2012 13:50:00,915551339,,"66.249.71.14",1
02/11/2012 13:43:00,915547923,,"66.249.71.14",1
02/11/2012 13:30:00,915541637,,"66.249.71.74",1
02/11/2012 13:26:00,915539657,,"66.249.71.24",1
02/11/2012 13:16:00,915535204,,"66.249.71.84",1
02/11/2012 13:05:00,915530815,,"66.249.71.24",1
02/11/2012 13:05:00,915530675,,"66.249.71.50",1
02/11/2012 12:56:00,915527026,,"66.249.71.67",1
02/11/2012 12:55:00,915526952,,"66.249.71.48",1
02/11/2012 12:34:00,915518578,,"66.249.71.107",1
02/11/2012 12:18:00,915512418,,"66.249.71.108",1
02/11/2012 12:03:00,915506234,,"157.55.35.80",1
02/11/2012 12:00:00,915505206,,"66.249.71.97",1
02/11/2012 12:00:00,915505111,,"66.249.71.108",1
02/11/2012 12:00:00,915505108,,"66.249.71.50",0
02/11/2012 11:45:00,915498990,,"66.249.71.23",1
02/11/2012 11:23:00,915489634,,"66.249.71.108",1
02/11/2012 11:14:00,915485623,,"66.249.71.14",1
02/11/2012 10:57:00,915478462,,"66.249.71.15",1
02/11/2012 10:56:00,915478147,,"200.161.60.141",9
02/11/2012 10:55:00,915477811,,"200.161.60.141",0
02/11/2012 10:50:00,915475343,,"157.55.34.166",1
02/11/2012 10:42:00,915471849,15461,"200.161.60.141",37
02/11/2012 10:12:00,915459142,,"66.249.71.98",1
02/11/2012 09:49:00,915448354,,"66.249.71.50",1
02/11/2012 09:44:00,915445717,,"66.249.71.107",1
02/11/2012 09:29:00,915437320,,"66.249.71.75",1
02/11/2012 09:28:00,915436789,,"66.249.71.98",1
02/11/2012 09:18:00,915431107,,"66.249.71.67",1
02/11/2012 09:02:00,915421556,,"66.249.71.97",1
02/11/2012 08:56:00,915419002,,"66.249.71.66",1
02/11/2012 08:47:00,915415349,,"66.249.71.67",1
02/11/2012 08:27:00,915407692,,"66.249.71.97",1
02/11/2012 08:15:00,915402789,,"66.249.71.65",1
02/11/2012 08:07:00,915399443,,"66.249.71.14",1
02/11/2012 07:45:00,915390229,,"66.249.71.49",1
02/11/2012 07:25:00,915382374,,"66.249.71.13",1
02/11/2012 07:23:00,915381466,,"66.249.71.99",1
02/11/2012 07:21:00,915380531,,"157.55.35.88",1
02/11/2012 07:12:00,915377163,,"66.249.71.84",1
02/11/2012 07:03:00,915373225,,"66.249.71.97",1
02/11/2012 06:55:00,915370110,,"66.249.71.213",1
02/11/2012 06:25:00,915361428,,"66.249.71.74",1
02/11/2012 06:13:00,915357938,,"66.249.71.108",1
02/11/2012 05:57:00,915353369,,"66.249.71.50",1
02/11/2012 05:56:00,915353033,,"66.249.71.49",1
02/11/2012 05:38:00,915347765,,"66.249.71.99",1
02/11/2012 05:37:00,915347536,,"66.249.71.49",1
02/11/2012 05:10:00,915339719,,"157.55.35.80",1
02/11/2012 04:49:00,915334062,,"157.55.35.80",1
02/11/2012 04:11:00,915324382,,"66.249.71.107",1
02/11/2012 04:01:00,915321520,,"66.249.71.99",1
02/11/2012 03:56:00,915320143,,"157.55.116.30",1
02/11/2012 03:54:00,915319420,,"66.249.71.76",1
02/11/2012 03:53:00,915319229,,"66.249.71.99",1
02/11/2012 03:40:00,915316305,,"66.249.71.98",1
02/11/2012 03:37:00,915315226,,"157.55.35.80",1
02/11/2012 03:36:00,915315026,,"66.249.71.74",1
02/11/2012 03:36:00,915314981,,"66.249.71.65",1
02/11/2012 03:28:00,915312705,,"66.249.71.67",1
02/11/2012 02:19:00,915304891,,"66.249.71.67",1
02/11/2012 01:57:00,915297790,,"66.249.71.50",1
02/11/2012 01:41:00,915292456,,"66.249.71.108",1
02/11/2012 01:33:00,915289601,,"66.249.71.97",1
02/11/2012 01:19:00,915284294,,"66.249.71.22",1
02/11/2012 01:12:00,915281711,,"66.249.71.83",1
02/11/2012 01:00:00,915277077,,"66.249.71.66",1
02/11/2012 00:41:00,915270031,,"66.249.71.67",1
02/11/2012 00:34:00,915267177,,"66.249.71.24",1
02/11/2012 00:11:00,915258796,,"66.249.71.76",1
02/11/2012,915254180,,"66.249.71.14",1
01/11/2012 23:44:00,915247634,,"157.55.34.166",1
01/11/2012 23:36:00,915244384,,"66.249.71.14",1
01/11/2012 22:55:00,915227862,,"66.249.71.107",1
01/11/2012 22:23:00,915214191,,"66.249.71.50",1
01/11/2012 22:15:00,915210480,,"66.249.71.84",1
01/11/2012 22:11:00,915208838,,"66.249.71.76",1
01/11/2012 21:59:00,915203524,,"66.249.71.84",1
01/11/2012 21:59:00,915203182,,"157.55.34.166",1
01/11/2012 21:36:00,915193378,,"66.249.71.85",1
01/11/2012 21:26:00,915189250,,"66.249.71.83",1
01/11/2012 21:10:00,915182492,,"66.249.71.66",1
01/11/2012 21:09:00,915181998,,"157.55.32.100",1
01/11/2012 20:22:00,915161143,,"66.249.71.74",1
01/11/2012 20:21:00,915160876,,"66.249.71.74",1
01/11/2012 19:57:00,915149742,,"66.249.71.13",1
01/11/2012 19:31:00,915138868,,"66.249.71.97",1
01/11/2012 19:17:00,915133631,,"66.249.71.98",1
01/11/2012 19:17:00,915133461,,"189.11.226.123",1
01/11/2012 19:09:00,915129930,,"65.55.52.86",1
01/11/2012 18:44:00,915120075,,"66.249.71.48",1
01/11/2012 18:06:00,915102391,,"66.249.71.14",1
01/11/2012 17:55:00,915096967,,"66.249.71.99",1
01/11/2012 17:33:00,915085514,,"66.249.71.22",1
01/11/2012 16:55:00,915065862,,"66.249.71.107",1
01/11/2012 16:55:00,915065458,,"66.249.71.66",1
01/11/2012 15:47:00,915029823,,"66.249.71.66",1
01/11/2012 15:39:00,915025425,,"66.249.71.14",1
01/11/2012 15:01:00,915005243,,"74.125.183.20",3
01/11/2012 15:00:00,915004664,,"66.249.71.106",1
01/11/2012 14:35:00,914989039,,"66.249.71.98",1
01/11/2012 14:19:00,914979368,,"189.35.112.21",4
01/11/2012 13:24:00,914944804,,"66.249.71.74",1
01/11/2012 13:03:00,914931825,,"177.81.39.65",23
01/11/2012 12:39:00,914916960,,"200.158.222.77",5
01/11/2012 12:22:00,914906258,,"66.249.71.67",1
01/11/2012 12:21:00,914905465,,"66.249.71.83",1
01/11/2012 11:40:00,914879376,,"66.249.71.98",1
01/11/2012 11:26:00,914868036,,"66.249.71.98",1
01/11/2012 11:24:00,914866188,,"66.249.71.98",1
01/11/2012 11:01:00,914848516,,"187.101.252.154",35
01/11/2012 10:59:00,914847826,,"189.83.55.199",57
01/11/2012 10:42:00,914837361,,"66.249.71.98",1
01/11/2012 09:00:00,914787313,,"66.249.71.98",1
01/11/2012 08:28:00,914771211,,"66.249.71.98",1
01/11/2012 08:26:00,914770225,,"66.249.71.98",1
01/11/2012 08:25:00,914770149,,"66.249.71.98",1
01/11/2012 08:25:00,914770088,,"66.249.71.98",1
01/11/2012 08:06:00,914761360,,"66.249.71.98",1
01/11/2012 06:32:00,914720980,,"66.249.71.98",1
01/11/2012 04:13:00,914670360,,"66.249.71.98",1
01/11/2012 03:13:00,914651126,,"66.249.71.98",1
01/11/2012 02:48:00,914642763,,"66.249.71.98",1
01/11/2012 02:43:00,914641200,,"66.249.71.98",1
01/11/2012 02:17:00,914634273,,"66.249.71.98",1
01/11/2012 01:52:00,914627887,,"157.55.35.88",1
01/11/2012 01:28:00,914620026,,"189.120.70.143",1
01/11/2012 01:19:00,914616423,,"157.55.116.30",1
01/11/2012 01:05:00,914610909,,"66.249.71.98",1
01/11/2012 01:03:00,914610118,,"187.69.32.168",2
01/11/2012 00:37:00,914599318,,"66.249.71.98",1
01/11/2012 00:26:00,914594734,,"66.249.71.98",1
31/10/2012 23:53:00,914580222,,"66.249.71.98",1
31/10/2012 23:39:00,914573000,,"189.79.84.45",1
31/10/2012 23:30:00,914568870,,"157.55.32.144",1
31/10/2012 23:26:00,914567105,,"177.19.57.34",20
31/10/2012 23:18:00,914563373,,"66.249.71.98",1
31/10/2012 23:04:00,914555850,,"201.88.30.150",7
31/10/2012 22:51:00,914548583,,"201.88.30.150",255
31/10/2012 22:47:00,914545918,,"201.34.13.222",12
31/10/2012 22:39:00,914541971,,"66.249.71.98",1
31/10/2012 22:37:00,914540603,,"66.249.71.98",1
31/10/2012 22:35:00,914539963,,"201.10.146.151",38
31/10/2012 22:35:00,914539856,,"201.10.146.151",0
31/10/2012 22:09:00,914525879,,"66.249.71.98",1
31/10/2012 21:46:00,914513524,,"66.249.71.98",1
31/10/2012 21:44:00,914512368,,"66.249.71.98",1
31/10/2012 21:42:00,914511770,,"157.55.35.80",1
31/10/2012 19:02:00,914436710,,"157.55.32.100",1
31/10/2012 17:28:00,914392302,,"200.252.60.187",37
31/10/2012 17:24:00,914390367,,"189.112.51.176",3
31/10/2012 17:09:00,914381830,,"74.125.178.80",1
31/10/2012 16:56:00,914375186,,"187.115.92.58",16
31/10/2012 16:53:00,914373440,,"200.158.222.77",3
31/10/2012 15:31:00,914328967,,"187.84.19.224",1
31/10/2012 15:01:00,914312259,,"74.125.183.18",3
31/10/2012 13:22:00,914257778,,"200.158.222.77",7
31/10/2012 13:19:00,914256832,,"200.158.222.77",14
31/10/2012 13:13:00,914253656,,"189.46.24.178",6
31/10/2012 11:32:00,914198406,,"200.17.60.199",2
31/10/2012 11:02:00,914181807,,"177.43.48.66",1
31/10/2012 10:41:00,914170126,,"200.198.51.102",8
31/10/2012 08:17:00,914101437,,"157.55.32.100",1
31/10/2012 08:16:00,914101359,,"157.55.32.100",1
31/10/2012 08:16:00,914101301,,"157.55.32.100",1
31/10/2012 08:04:00,914097048,,"157.55.36.52",1
31/10/2012 07:59:00,914095427,,"157.55.35.80",1
31/10/2012 07:59:00,914095240,,"157.55.36.49",1
31/10/2012 07:59:00,914095179,,"157.55.36.49",1
31/10/2012 07:59:00,914095119,,"157.55.36.49",1
31/10/2012 07:57:00,914094760,,"157.55.35.80",1
31/10/2012 07:55:00,914093973,,"157.55.35.52",1
31/10/2012 07:55:00,914093765,,"157.55.35.80",1
31/10/2012 07:54:00,914093401,,"157.55.35.53",1
31/10/2012 07:53:00,914093317,,"157.55.35.53",1
31/10/2012 07:51:00,914092581,,"157.55.33.18",1
31/10/2012 07:51:00,914092439,,"157.55.33.18",1
31/10/2012 07:50:00,914092289,,"157.55.36.49",1
31/10/2012 07:50:00,914092241,,"157.55.36.49",1
31/10/2012 07:50:00,914092200,,"157.55.36.49",1
31/10/2012 07:50:00,914092135,,"157.55.36.49",1
31/10/2012 07:49:00,914092040,,"157.55.36.49",1
31/10/2012 07:49:00,914091984,,"157.55.36.49",1
31/10/2012 07:49:00,914091761,,"157.55.35.53",1
31/10/2012 07:48:00,914091656,,"157.55.35.53",1
31/10/2012 07:47:00,914091259,,"157.55.35.53",1
31/10/2012 07:46:00,914090920,,"157.55.32.144",1
31/10/2012 07:45:00,914090868,,"157.55.35.53",1
31/10/2012 07:45:00,914090696,,"157.55.35.80",1
31/10/2012 07:43:00,914090263,,"157.55.35.80",1
31/10/2012 07:42:00,914089970,,"157.55.35.52",1
31/10/2012 07:42:00,914089912,,"157.55.35.52",1
31/10/2012 07:42:00,914089877,,"65.55.52.86",1
31/10/2012 07:38:00,914088829,,"157.55.33.18",1
31/10/2012 07:38:00,914088731,,"157.55.33.18",1
31/10/2012 07:38:00,914088672,,"157.55.33.18",1
31/10/2012 07:37:00,914088379,,"157.55.33.18",1
31/10/2012 07:32:00,914087201,,"157.55.36.52",1
31/10/2012 07:32:00,914087068,,"157.55.35.53",1
31/10/2012 07:29:00,914086400,,"157.55.35.88",1
31/10/2012 07:29:00,914086369,,"157.55.35.88",1
31/10/2012 07:29:00,914086335,,"157.55.35.88",1
31/10/2012 07:28:00,914086213,,"157.55.35.88",1
31/10/2012 07:28:00,914086181,,"157.55.35.88",1
31/10/2012 07:28:00,914086144,,"157.55.35.88",1
31/10/2012 06:44:00,914076014,,"157.55.35.88",1
31/10/2012 05:48:00,914058987,,"157.55.36.49",1
31/10/2012 03:59:00,914029330,,"157.55.33.18",1
31/10/2012 03:24:00,914020335,,"157.55.36.49",1
30/10/2012 23:16:00,913942960,,"157.55.116.30",1
30/10/2012 17:24:00,913781120,,"65.55.52.86",1
30/10/2012 15:37:00,913725090,,"157.55.32.100",1
30/10/2012 15:00:00,913705838,,"74.125.183.21",3
30/10/2012 14:44:00,913696266,,"189.41.204.225",1
30/10/2012 14:26:00,913686750,,"177.43.68.22",1
30/10/2012 14:02:00,913674246,,"177.215.35.183",1
30/10/2012 13:05:00,913644304,,"201.47.148.122",3
30/10/2012 12:42:00,913632378,,"200.249.144.248",1
30/10/2012 10:58:00,913577017,,"201.47.148.122",2
30/10/2012 10:57:00,913576341,,"177.86.151.250",2
30/10/2012 10:51:00,913572700,,"201.47.148.122",4
30/10/2012 10:23:00,913557628,,"201.43.224.116",6
30/10/2012 10:22:00,913556909,,"143.107.208.61",2
30/10/2012 10:16:00,913554340,,"201.47.148.122",20
30/10/2012 10:16:00,913554223,,"201.47.148.122",0
30/10/2012 10:08:00,913550335,,"65.55.52.86",1
30/10/2012 07:02:00,913489904,,"157.55.34.179",1
30/10/2012 06:20:00,913482952,,"157.55.32.100",1
30/10/2012 05:57:00,913479026,,"157.55.32.100",1
30/10/2012 04:15:00,913458743,,"157.55.35.80",1
30/10/2012 03:58:00,913453630,,"157.55.34.179",1
30/10/2012 00:05:00,913381967,,"187.14.167.227",1
