Em,IDSessao,Pedido,IP,Pageviews
11/10/2012 07:33:00,902246548,,"65.55.24.239",1
11/10/2012 07:29:00,902245006,,"157.55.32.166",1
11/10/2012 07:28:00,902244926,,"157.55.32.166",1
11/10/2012 07:28:00,902244833,,"157.55.32.166",1
11/10/2012 07:28:00,902244764,,"157.55.32.166",1
11/10/2012 07:26:00,902244231,,"173.199.118.35",1
11/10/2012 07:24:00,902243607,,"173.199.114.195",1
11/10/2012 07:24:00,902243452,,"157.55.32.186",1
11/10/2012 07:23:00,902243279,,"173.199.115.115",1
11/10/2012 07:22:00,902242803,,"157.55.35.52",1
11/10/2012 07:22:00,902242718,,"157.55.35.52",1
11/10/2012 07:20:00,902241913,,"173.199.120.155",1
11/10/2012 07:18:00,902241390,,"157.56.93.150",1
11/10/2012 07:18:00,902241219,,"173.199.120.163",1
11/10/2012 07:16:00,902240609,,"173.199.120.75",1
11/10/2012 07:16:00,902240489,,"173.199.116.35",1
11/10/2012 07:03:00,902236234,,"173.199.114.147",1
11/10/2012 07:01:00,902235606,,"173.199.116.35",1
11/10/2012 07:01:00,902235485,,"173.199.116.171",1
11/10/2012 06:55:00,902233607,,"173.199.115.115",1
11/10/2012 06:54:00,902233291,,"173.199.115.131",1
11/10/2012 06:53:00,902232984,,"173.199.119.139",1
11/10/2012 06:52:00,902232683,,"173.199.116.11",1
11/10/2012 06:51:00,902232388,,"173.199.119.155",1
11/10/2012 06:50:00,902232086,,"173.199.116.203",1
11/10/2012 06:49:00,902231826,,"173.199.116.211",1
11/10/2012 06:48:00,902231572,,"173.199.116.187",1
11/10/2012 06:47:00,902231299,,"173.199.119.131",1
11/10/2012 06:46:00,902231002,,"173.199.120.83",1
11/10/2012 06:46:00,902230827,,"173.199.116.235",1
11/10/2012 06:46:00,902230791,,"173.199.119.43",1
11/10/2012 06:46:00,902230741,,"173.199.115.123",1
11/10/2012 06:41:00,902229327,,"173.199.116.243",1
11/10/2012 06:40:00,902229043,,"173.199.119.147",1
11/10/2012 06:39:00,902228759,,"173.199.114.115",1
11/10/2012 06:38:00,902228497,,"173.199.119.155",1
11/10/2012 06:37:00,902228224,,"173.199.120.67",1
11/10/2012 06:36:00,902227942,,"173.199.119.11",1
11/10/2012 06:35:00,902227658,,"173.199.115.99",1
11/10/2012 06:34:00,902227400,,"173.199.116.219",1
11/10/2012 06:33:00,902227122,,"173.199.114.171",1
11/10/2012 06:32:00,902226844,,"173.199.115.179",1
11/10/2012 06:31:00,902226572,,"173.199.115.115",1
11/10/2012 06:31:00,902226391,,"173.199.118.35",1
11/10/2012 06:31:00,902226361,,"173.199.115.91",1
11/10/2012 06:31:00,902226340,,"173.199.120.27",1
11/10/2012 06:31:00,902226312,,"173.199.116.227",1
11/10/2012 06:26:00,902225061,,"173.199.116.211",1
11/10/2012 06:25:00,902224789,,"173.199.116.171",1
11/10/2012 06:24:00,902224549,,"173.199.114.163",1
11/10/2012 06:21:00,902223703,,"173.199.115.67",1
11/10/2012 05:51:00,902216044,,"173.199.114.75",1
11/10/2012 05:36:00,902212302,,"173.199.114.51",1
11/10/2012 05:21:00,902208799,,"173.199.114.195",1
11/10/2012 05:06:00,902205468,,"173.199.115.179",1
11/10/2012 04:15:00,902194521,,"157.56.93.202",1
11/10/2012 03:08:00,902180720,,"173.199.120.147",1
11/10/2012 03:01:00,902178808,,"173.199.115.131",1
11/10/2012 03:01:00,902178796,,"173.199.115.91",1
11/10/2012 02:53:00,902176865,,"173.199.120.83",1
11/10/2012 02:46:00,902174898,,"173.199.115.163",1
11/10/2012 02:46:00,902174887,,"173.199.116.187",1
11/10/2012 02:38:00,902173052,,"173.199.116.227",1
11/10/2012 02:31:00,902170910,,"173.199.116.227",1
11/10/2012 02:31:00,902170901,,"173.199.115.11",1
11/10/2012 02:23:00,902168900,,"173.199.114.139",1
11/10/2012 02:21:00,902168208,,"173.199.114.139",1
11/10/2012 02:19:00,902167791,,"173.199.116.59",1
11/10/2012 02:16:00,902166800,,"173.199.119.51",1
11/10/2012 02:16:00,902166799,,"173.199.115.99",1
11/10/2012 02:08:00,902164573,,"173.199.119.11",1
11/10/2012 02:01:00,902162538,,"173.199.115.139",1
11/10/2012 02:01:00,902162537,,"173.199.120.75",1
11/10/2012 01:53:00,902160453,,"173.199.116.211",1
11/10/2012 01:46:00,902158506,,"173.199.116.203",1
11/10/2012 01:46:00,902158486,,"173.199.117.243",1
11/10/2012 01:39:00,902156993,,"173.199.117.251",1
11/10/2012 01:31:00,902156234,,"173.199.116.35",1
11/10/2012 01:31:00,902156224,,"173.199.115.99",1
11/10/2012 01:23:00,902154887,,"173.199.115.123",1
11/10/2012 01:16:00,902153103,,"173.199.116.43",1
11/10/2012 01:16:00,902153083,,"173.199.119.43",1
11/10/2012 00:54:00,902146037,,"173.199.116.19",1
10/10/2012 23:35:00,902117182,,"173.199.114.147",1
10/10/2012 23:31:00,902115933,,"173.199.114.99",1
10/10/2012 23:31:00,902115809,,"173.199.116.27",1
10/10/2012 23:23:00,902113285,,"173.199.119.27",1
10/10/2012 23:20:00,902112090,,"173.199.114.195",1
10/10/2012 23:16:00,902110735,,"173.199.120.35",1
10/10/2012 23:16:00,902110685,,"201.29.239.125",1
10/10/2012 23:16:00,902110632,,"173.199.117.251",1
10/10/2012 23:08:00,902108063,,"173.199.120.67",1
10/10/2012 23:05:00,902106707,,"173.199.119.19",1
10/10/2012 23:01:00,902105280,,"173.199.115.43",1
10/10/2012 22:53:00,902102524,,"173.199.116.27",1
10/10/2012 22:50:00,902101140,,"173.199.115.187",1
10/10/2012 22:46:00,902099548,,"173.199.119.51",1
10/10/2012 22:46:00,902099439,,"173.199.116.251",1
10/10/2012 22:39:00,902096323,,"173.199.120.123",1
10/10/2012 22:35:00,902094710,,"173.199.116.11",1
10/10/2012 22:31:00,902093097,,"173.199.116.243",1
10/10/2012 22:31:00,902092969,,"173.199.114.3",1
10/10/2012 22:25:00,902090814,,"173.199.119.139",1
10/10/2012 22:23:00,902090092,,"173.199.115.67",1
10/10/2012 22:22:00,902089345,,"173.199.116.43",1
10/10/2012 22:20:00,902088561,,"173.199.116.187",1
10/10/2012 22:18:00,902087705,,"173.199.115.139",1
10/10/2012 22:16:00,902086746,,"173.199.119.59",1
10/10/2012 22:16:00,902086618,,"173.199.114.131",1
10/10/2012 22:16:00,902086597,,"173.199.115.139",1
10/10/2012 22:10:00,902083838,,"173.199.120.19",1
10/10/2012 22:08:00,902082894,,"173.199.119.155",1
10/10/2012 22:07:00,902081927,,"173.199.120.163",1
10/10/2012 22:01:00,902079157,,"173.199.116.243",1
10/10/2012 22:01:00,902079039,,"173.199.115.99",1
10/10/2012 21:54:00,902075336,,"173.199.120.59",1
10/10/2012 21:50:00,902073455,,"173.199.115.3",1
10/10/2012 21:46:00,902071620,,"173.199.116.235",1
10/10/2012 21:46:00,902071518,,"173.199.115.107",1
10/10/2012 21:39:00,902068429,,"173.199.116.219",1
10/10/2012 21:31:00,902064887,,"24.74.112.123",1
10/10/2012 21:23:00,902060846,,"173.199.115.3",1
10/10/2012 20:41:00,902040106,,"177.180.143.131",4
10/10/2012 20:23:00,902030717,,"173.199.116.171",1
10/10/2012 20:07:00,902022623,,"189.13.216.68",6
10/10/2012 19:55:00,902016168,,"157.55.116.30",1
10/10/2012 19:39:00,902008314,,"65.55.52.116",1
10/10/2012 17:43:00,901948254,,"177.67.96.244",1
10/10/2012 16:47:00,901915866,,"173.199.114.83",1
10/10/2012 16:21:00,901900890,,"173.199.119.67",1
10/10/2012 15:49:00,901881801,,"189.33.119.14",1
10/10/2012 15:21:00,901865368,,"173.199.119.155",1
10/10/2012 15:12:00,901859989,,"177.142.171.71",6
10/10/2012 15:01:00,901853318,,"74.125.183.25",3
10/10/2012 12:46:00,901779638,,"187.4.65.58",1
10/10/2012 12:34:00,901773079,,"201.78.37.237",17
10/10/2012 12:12:00,901760120,,"177.128.32.140",1
10/10/2012 11:34:00,901739436,,"66.249.73.180",1
10/10/2012 11:15:00,901728301,,"157.55.32.108",1
10/10/2012 11:12:00,901726706,,"157.55.33.88",1
10/10/2012 10:09:00,901686147,,"157.56.229.187",1
10/10/2012 09:44:00,901670297,,"186.214.170.8",51
10/10/2012 09:05:00,901648196,,"65.55.52.86",1
10/10/2012 08:38:00,901633420,,"186.214.170.8",15
10/10/2012 08:38:00,901633343,,"186.214.170.8",5
10/10/2012 07:11:00,901597375,,"65.55.52.116",1
10/10/2012 05:05:00,901554194,,"157.55.33.88",1
10/10/2012 02:18:00,901500205,,"157.55.32.108",1
10/10/2012 02:04:00,901495514,,"65.55.52.116",1
09/10/2012 22:23:00,901403416,,"157.55.32.108",1
09/10/2012 21:22:00,901373304,,"201.29.239.125",1
09/10/2012 21:00:00,901362036,,"157.56.229.187",1
09/10/2012 20:22:00,901342834,,"189.12.43.164",4
09/10/2012 18:55:00,901296373,,"65.55.52.116",1
09/10/2012 18:46:00,901291581,,"157.56.229.187",1
09/10/2012 18:04:00,901269572,,"65.55.52.116",1
09/10/2012 18:02:00,901268715,,"157.55.33.19",1
09/10/2012 18:02:00,901268637,,"157.55.33.19",1
09/10/2012 17:56:00,901265567,,"65.55.52.116",1
09/10/2012 17:53:00,901264086,,"65.55.52.86",1
09/10/2012 17:47:00,901260591,,"157.55.33.19",1
09/10/2012 17:47:00,901260469,,"157.55.33.19",1
09/10/2012 17:44:00,901258227,,"65.55.52.116",1
09/10/2012 17:35:00,901253760,,"65.55.52.115",1
09/10/2012 17:35:00,901253567,,"65.55.52.86",1
09/10/2012 17:34:00,901252849,,"189.75.75.138",5
09/10/2012 17:31:00,901251222,,"65.55.52.115",1
09/10/2012 17:26:00,901248498,,"65.55.52.86",1
09/10/2012 17:26:00,901248368,,"65.55.52.86",1
09/10/2012 17:26:00,901248297,,"65.55.52.86",1
09/10/2012 17:26:00,901248191,,"65.55.52.86",1
09/10/2012 17:26:00,901248084,,"65.55.52.86",1
09/10/2012 17:25:00,901247932,,"65.55.52.115",1
09/10/2012 17:24:00,901247080,,"65.55.52.116",1
09/10/2012 17:24:00,901246990,,"65.55.52.116",1
09/10/2012 17:24:00,901246883,,"65.55.52.116",1
09/10/2012 17:23:00,901246802,,"65.55.52.115",1
09/10/2012 17:23:00,901246697,,"65.55.52.115",1
09/10/2012 17:23:00,901246604,,"65.55.52.115",1
09/10/2012 17:22:00,901246161,,"157.55.32.186",1
09/10/2012 17:22:00,901246056,,"157.55.32.186",1
09/10/2012 17:21:00,901245317,,"65.55.52.86",1
09/10/2012 17:21:00,901245188,,"65.55.52.86",1
09/10/2012 17:20:00,901244690,,"65.55.52.86",1
09/10/2012 17:20:00,901244574,,"65.55.52.86",1
09/10/2012 17:19:00,901243855,,"157.55.33.19",1
09/10/2012 17:17:00,901243081,,"65.55.52.116",1
09/10/2012 17:15:00,901241607,,"65.55.52.116",1
09/10/2012 17:15:00,901241369,,"65.55.52.116",1
09/10/2012 17:12:00,901239566,,"65.55.52.116",1
09/10/2012 17:09:00,901237723,,"65.55.52.115",1
09/10/2012 17:08:00,901237503,,"65.55.52.115",1
09/10/2012 16:58:00,901231150,,"157.55.33.88",1
09/10/2012 16:57:00,901230266,,"157.55.35.52",1
09/10/2012 16:56:00,901230140,,"157.55.35.52",1
09/10/2012 16:56:00,901229998,,"157.55.35.52",1
09/10/2012 16:56:00,901229847,,"157.55.35.52",1
09/10/2012 16:55:00,901229040,,"65.55.52.115",1
09/10/2012 16:54:00,901228933,,"65.55.52.115",1
09/10/2012 16:53:00,901227694,,"187.5.38.42",1
09/10/2012 16:52:00,901227406,,"157.55.33.19",1
09/10/2012 16:51:00,901226917,,"157.55.32.108",1
09/10/2012 16:51:00,901226823,,"157.55.32.108",1
09/10/2012 16:50:00,901226310,,"157.55.33.19",1
09/10/2012 16:50:00,901226156,,"157.55.33.19",1
09/10/2012 16:50:00,901225707,,"157.55.33.88",1
09/10/2012 16:38:00,901218753,,"65.55.52.86",1
09/10/2012 16:33:00,901215298,,"157.55.32.108",1
09/10/2012 16:33:00,901215180,,"157.55.32.108",1
09/10/2012 15:01:00,901162223,,"74.125.183.18",3
09/10/2012 14:36:00,901147641,,"186.215.153.59",1
09/10/2012 12:13:00,901065912,,"177.43.200.237",2
09/10/2012 11:31:00,901040795,,"186.215.153.59",1
09/10/2012 10:38:00,901009294,,"157.55.33.19",1
09/10/2012 09:56:00,900985235,,"157.55.33.19",1
09/10/2012 09:45:00,900979172,,"189.73.209.39",2
09/10/2012 08:46:00,900948814,,"201.62.184.25",6
09/10/2012 07:33:00,900917598,,"65.55.52.86",1
09/10/2012 05:00:00,900874248,,"65.55.52.115",1
09/10/2012 04:52:00,900871961,,"157.56.229.187",1
09/10/2012 04:20:00,900863204,,"157.55.32.186",1
09/10/2012 04:18:00,900862464,,"157.55.32.108",1
09/10/2012 03:53:00,900856170,,"65.55.52.116",1
09/10/2012 02:13:00,900831054,,"65.55.52.115",1
09/10/2012 00:27:00,900799243,,"189.107.153.88",3
08/10/2012 21:56:00,900730795,,"186.226.67.18",3
08/10/2012 21:30:00,900717219,,"201.29.239.125",3
08/10/2012 21:23:00,900714337,,"187.54.228.28",1
08/10/2012 18:22:00,900627450,,"65.55.52.86",1
08/10/2012 17:55:00,900616211,,"189.85.83.68",9
08/10/2012 17:36:00,900605087,,"201.2.1.181",2
08/10/2012 16:55:00,900582581,,"189.12.225.57",4
08/10/2012 16:44:00,900575866,,"164.41.193.242",6
08/10/2012 15:56:00,900547294,,"201.29.164.89",6
08/10/2012 15:32:00,900531045,,"177.164.79.162",11
08/10/2012 15:17:00,900523145,,"200.19.220.4",23
08/10/2012 15:16:00,900522401,,"157.55.33.86",1
08/10/2012 15:02:00,900514761,,"74.125.183.16",3
08/10/2012 13:25:00,900458075,,"159.172.52.6",11
08/10/2012 13:16:00,900453081,,"157.55.116.30",1
08/10/2012 11:00:00,900384029,,"200.129.202.130",8
08/10/2012 10:49:00,900377383,,"65.55.52.116",1
08/10/2012 10:01:00,900352123,,"187.33.21.218",3
08/10/2012 09:47:00,900345088,,"189.33.73.39",2
08/10/2012 09:47:00,900344887,,"189.5.214.132",6
08/10/2012 09:21:00,900332040,,"189.19.208.225",1
08/10/2012 07:55:00,900294216,,"186.232.243.10",2
08/10/2012 04:11:00,900228656,,"74.125.178.23",1
07/10/2012 23:19:00,900134768,,"177.180.146.189",9
07/10/2012 23:18:00,900134580,,"177.180.146.189",1
07/10/2012 22:28:00,900111158,,"189.18.253.176",2
07/10/2012 20:23:00,900048180,,"65.55.52.115",1
07/10/2012 20:20:00,900046630,,"177.131.244.104",1
07/10/2012 20:18:00,900045858,,"177.140.153.191",10
07/10/2012 20:04:00,900039040,,"189.107.169.216",2
07/10/2012 20:01:00,900037662,,"201.43.165.112",2
07/10/2012 18:07:00,899985542,,"173.199.115.131",1
07/10/2012 18:01:00,899982995,,"186.222.188.14",5
07/10/2012 17:42:00,899973447,,"187.113.2.9",1
07/10/2012 17:31:00,899968350,,"187.57.128.9",20
07/10/2012 16:49:00,899948124,,"173.199.117.195",1
07/10/2012 16:48:00,899947529,,"173.199.114.147",1
07/10/2012 16:45:00,899946180,,"173.199.116.187",1
07/10/2012 16:44:00,899945620,,"173.199.120.67",1
07/10/2012 16:43:00,899945240,,"186.193.165.201",2
07/10/2012 16:42:00,899944769,,"173.199.116.203",1
07/10/2012 16:40:00,899943928,,"173.199.116.171",1
07/10/2012 16:39:00,899943029,,"173.199.119.35",1
07/10/2012 16:37:00,899942124,,"173.199.120.43",1
07/10/2012 16:34:00,899940501,,"177.133.39.118",1
07/10/2012 16:33:00,899940216,,"173.199.114.179",1
07/10/2012 16:31:00,899939423,,"173.199.120.51",1
07/10/2012 16:29:00,899938660,,"173.199.116.203",1
07/10/2012 16:28:00,899938118,,"173.199.120.139",1
07/10/2012 16:27:00,899937947,,"173.199.119.35",1
07/10/2012 16:22:00,899936535,,"173.199.120.67",1
07/10/2012 16:20:00,899936038,,"173.199.115.99",1
07/10/2012 16:16:00,899934555,,"173.199.115.51",1
07/10/2012 16:14:00,899933622,,"173.199.115.75",1
07/10/2012 16:12:00,899932732,,"173.199.120.139",1
07/10/2012 16:11:00,899931818,,"173.199.115.43",1
07/10/2012 16:09:00,899930982,,"173.199.117.235",1
07/10/2012 16:03:00,899928509,,"173.199.116.43",1
07/10/2012 16:01:00,899927777,,"173.199.120.155",1
07/10/2012 15:53:00,899924346,,"173.199.115.171",1
07/10/2012 15:01:00,899901619,,"173.199.114.179",1
07/10/2012 15:01:00,899901180,,"173.199.116.19",1
07/10/2012 15:00:00,899901167,,"74.125.183.16",3
07/10/2012 15:00:00,899900751,,"173.199.119.131",1
07/10/2012 14:56:00,899899152,,"173.199.115.171",1
07/10/2012 14:54:00,899898334,,"173.199.115.171",1
07/10/2012 14:50:00,899896704,,"173.199.120.155",1
07/10/2012 14:46:00,899894940,,"173.199.115.123",1
07/10/2012 14:45:00,899894112,,"173.199.120.19",1
07/10/2012 14:42:00,899893027,,"173.199.116.251",1
07/10/2012 14:42:00,899892978,,"173.199.120.27",1
07/10/2012 14:42:00,899892926,,"173.199.119.27",1
07/10/2012 14:38:00,899891243,,"173.199.115.99",1
07/10/2012 14:36:00,899890401,,"173.199.120.123",1
07/10/2012 14:32:00,899888812,,"173.199.115.171",1
07/10/2012 14:31:00,899888445,,"173.199.120.107",1
07/10/2012 14:30:00,899887584,,"173.199.116.235",1
07/10/2012 14:29:00,899887130,,"173.199.120.51",1
07/10/2012 14:26:00,899885924,,"173.199.115.163",1
07/10/2012 14:25:00,899885390,,"173.199.120.43",1
07/10/2012 14:23:00,899884504,,"173.199.114.243",1
07/10/2012 14:19:00,899882837,,"173.199.115.75",1
07/10/2012 14:18:00,899882464,,"173.199.114.123",1
07/10/2012 14:17:00,899881955,,"173.199.120.139",1
07/10/2012 14:16:00,899881544,,"173.199.117.195",1
07/10/2012 14:15:00,899881061,,"173.199.119.11",1
07/10/2012 14:15:00,899880617,,"173.199.118.35",1
07/10/2012 14:12:00,899879241,,"173.199.116.203",1
07/10/2012 14:11:00,899878829,,"173.199.115.171",1
07/10/2012 14:10:00,899878346,,"173.199.115.75",1
07/10/2012 14:09:00,899877813,,"173.199.115.171",1
07/10/2012 14:06:00,899876686,,"173.199.119.11",1
07/10/2012 14:04:00,899875838,,"173.199.115.75",1
07/10/2012 14:03:00,899875430,,"173.199.115.187",1
07/10/2012 14:02:00,899874985,,"173.199.115.83",1
07/10/2012 13:03:00,899850047,,"173.199.116.59",1
07/10/2012 12:59:00,899848470,,"173.199.116.179",1
07/10/2012 12:58:00,899847985,,"173.199.114.131",1
07/10/2012 12:56:00,899847208,,"173.199.114.99",1
07/10/2012 12:55:00,899846890,,"173.199.120.27",1
07/10/2012 12:52:00,899845679,,"173.199.115.75",1
07/10/2012 12:50:00,899844891,,"173.199.115.43",1
07/10/2012 12:49:00,899844095,,"173.199.115.171",1
07/10/2012 12:47:00,899843360,,"173.199.114.99",1
07/10/2012 12:45:00,899842628,,"173.199.114.131",1
07/10/2012 12:39:00,899840399,,"173.199.116.59",1
07/10/2012 12:37:00,899839699,,"173.199.116.235",1
07/10/2012 12:34:00,899838471,,"173.199.114.91",1
07/10/2012 12:34:00,899838311,,"173.199.115.163",1
07/10/2012 12:30:00,899837053,,"201.0.42.143",1
07/10/2012 12:30:00,899837038,,"173.199.114.51",1
07/10/2012 12:29:00,899836696,,"173.199.120.19",1
07/10/2012 12:28:00,899835989,,"173.199.120.155",1
07/10/2012 12:26:00,899835439,,"173.199.120.155",1
07/10/2012 12:25:00,899834902,,"173.199.116.187",1
07/10/2012 12:22:00,899833917,,"173.199.115.187",1
07/10/2012 12:21:00,899833655,,"173.199.116.203",1
07/10/2012 12:18:00,899832238,,"173.199.119.67",1
07/10/2012 12:17:00,899831814,,"173.199.120.155",1
07/10/2012 12:11:00,899829481,,"173.199.115.187",1
07/10/2012 12:10:00,899829202,,"173.199.114.219",1
07/10/2012 12:09:00,899828735,,"173.199.116.243",1
07/10/2012 12:07:00,899827975,,"173.199.119.51",1
07/10/2012 12:06:00,899827688,,"173.199.119.27",1
07/10/2012 12:05:00,899827234,,"173.199.115.179",1
07/10/2012 11:11:00,899805097,,"173.199.116.203",1
07/10/2012 11:09:00,899804296,,"173.199.119.59",1
07/10/2012 11:08:00,899803509,,"173.199.119.67",1
07/10/2012 11:06:00,899802697,,"173.199.115.51",1
07/10/2012 11:04:00,899801904,,"173.199.114.131",1
07/10/2012 10:53:00,899797215,,"173.199.115.123",1
07/10/2012 10:45:00,899794011,,"173.199.116.43",1
07/10/2012 10:28:00,899787647,,"189.15.219.192",2
07/10/2012 09:56:00,899775347,,"201.34.195.111",4
07/10/2012 08:45:00,899746607,,"173.199.119.67",1
07/10/2012 08:42:00,899745126,,"173.199.120.123",1
07/10/2012 08:18:00,899736160,,"177.19.1.194",1
07/10/2012 07:48:00,899727413,,"157.56.229.187",1
07/10/2012 07:47:00,899727026,,"173.199.116.251",1
07/10/2012 07:46:00,899726772,,"173.199.115.35",1
07/10/2012 07:45:00,899726515,,"173.199.119.131",1
07/10/2012 07:44:00,899726273,,"173.199.120.163",1
07/10/2012 07:44:00,899726219,,"173.199.114.163",1
07/10/2012 07:43:00,899726017,,"173.199.116.83",1
07/10/2012 07:42:00,899725732,,"173.199.118.35",1
07/10/2012 07:42:00,899725661,,"173.199.115.107",1
07/10/2012 07:42:00,899725630,,"173.199.118.171",1
07/10/2012 07:37:00,899724387,,"173.199.120.27",1
07/10/2012 07:35:00,899723753,,"173.199.116.187",1
07/10/2012 07:35:00,899723456,,"173.199.115.131",1
07/10/2012 07:34:00,899723135,,"173.199.115.179",1
07/10/2012 07:33:00,899722794,,"173.199.116.211",1
07/10/2012 07:32:00,899722497,,"173.199.119.19",1
07/10/2012 07:31:00,899722122,,"173.199.115.51",1
07/10/2012 07:30:00,899721614,,"173.199.115.107",1
07/10/2012 07:29:00,899721151,,"173.199.115.163",1
07/10/2012 07:28:00,899720692,,"173.199.114.3",1
07/10/2012 07:27:00,899720253,,"173.199.119.27",1
07/10/2012 07:26:00,899719879,,"173.199.114.147",1
07/10/2012 07:25:00,899719448,,"173.199.120.43",1
07/10/2012 07:25:00,899719362,,"173.199.115.99",1
07/10/2012 07:25:00,899719160,,"173.199.115.91",1
07/10/2012 07:24:00,899719077,,"173.199.120.171",1
07/10/2012 07:24:00,899719023,,"173.199.114.91",1
07/10/2012 07:24:00,899718930,,"173.199.119.11",1
07/10/2012 07:24:00,899718922,,"173.199.114.99",1
07/10/2012 07:24:00,899718909,,"173.199.114.51",1
07/10/2012 07:23:00,899718475,,"173.199.119.51",1
07/10/2012 07:22:00,899718217,,"173.199.116.243",1
07/10/2012 07:22:00,899717937,,"173.199.119.59",1
07/10/2012 07:21:00,899717774,,"173.199.114.75",1
07/10/2012 07:21:00,899717662,,"173.199.120.155",1
07/10/2012 07:21:00,899717358,,"173.199.114.75",1
07/10/2012 07:20:00,899717064,,"173.199.119.51",1
07/10/2012 07:20:00,899716753,,"173.199.120.147",1
07/10/2012 07:19:00,899716433,,"173.199.114.163",1
07/10/2012 07:19:00,899716095,,"173.199.120.35",1
07/10/2012 07:18:00,899715762,,"173.199.118.35",1
07/10/2012 07:18:00,899715450,,"173.199.116.187",1
07/10/2012 07:18:00,899715146,,"173.199.116.219",1
07/10/2012 07:17:00,899714792,,"173.199.117.235",1
07/10/2012 07:17:00,899714435,,"173.199.117.243",1
07/10/2012 07:16:00,899714105,,"173.199.119.19",1
07/10/2012 07:16:00,899713773,,"173.199.115.59",1
07/10/2012 07:15:00,899713439,,"173.199.116.243",1
07/10/2012 07:15:00,899713110,,"173.199.120.35",1
07/10/2012 07:14:00,899712781,,"173.199.114.115",1
07/10/2012 07:14:00,899712485,,"173.199.120.59",1
07/10/2012 07:13:00,899712182,,"173.199.120.171",1
07/10/2012 07:13:00,899711876,,"173.199.115.163",1
07/10/2012 07:12:00,899711568,,"173.199.116.27",1
07/10/2012 07:12:00,899711258,,"173.199.115.163",1
07/10/2012 07:11:00,899710967,,"173.199.114.147",1
07/10/2012 07:11:00,899710708,,"173.199.116.59",1
07/10/2012 07:07:00,899708091,,"173.199.116.179",1
07/10/2012 07:06:00,899707802,,"173.199.119.51",1
07/10/2012 07:06:00,899707503,,"173.199.120.147",1
07/10/2012 07:05:00,899707284,,"173.199.120.163",1
07/10/2012 07:05:00,899707021,,"173.199.115.115",1
07/10/2012 07:04:00,899706757,,"173.199.118.35",1
07/10/2012 07:04:00,899706498,,"173.199.117.195",1
07/10/2012 07:04:00,899706221,,"173.199.114.51",1
07/10/2012 07:03:00,899705956,,"173.199.120.107",1
07/10/2012 07:03:00,899705703,,"173.199.115.155",1
07/10/2012 07:02:00,899705216,,"173.199.120.123",1
07/10/2012 07:01:00,899704762,,"173.199.114.187",1
07/10/2012 07:00:00,899704424,,"157.55.116.30",1
07/10/2012 07:00:00,899704269,,"173.199.114.187",1
07/10/2012 06:59:00,899703753,,"173.199.120.67",1
07/10/2012 06:58:00,899703224,,"173.199.114.147",1
07/10/2012 06:57:00,899702749,,"173.199.117.251",1
07/10/2012 06:56:00,899702358,,"173.199.114.131",1
07/10/2012 06:55:00,899701916,,"173.199.120.67",1
07/10/2012 06:54:00,899701484,,"173.199.114.131",1
07/10/2012 06:53:00,899701074,,"173.199.114.139",1
07/10/2012 06:52:00,899700368,,"173.199.116.251",1
07/10/2012 06:51:00,899699805,,"173.199.115.123",1
07/10/2012 06:50:00,899699315,,"173.199.120.19",1
07/10/2012 06:49:00,899698825,,"173.199.118.171",1
07/10/2012 06:49:00,899698352,,"173.199.116.203",1
07/10/2012 06:48:00,899697894,,"173.199.114.219",1
07/10/2012 05:18:00,899660925,,"173.199.116.243",1
07/10/2012 04:57:00,899653966,,"173.199.115.139",1
07/10/2012 04:56:00,899653500,,"173.199.114.243",1
07/10/2012 04:54:00,899652820,,"173.199.119.19",1
07/10/2012 04:52:00,899652125,,"173.199.116.59",1
07/10/2012 04:50:00,899651457,,"173.199.116.43",1
07/10/2012 04:48:00,899650707,,"173.199.120.91",1
07/10/2012 04:46:00,899649973,,"173.199.120.171",1
07/10/2012 04:44:00,899649277,,"173.199.120.75",1
07/10/2012 04:42:00,899648614,,"173.199.114.123",1
07/10/2012 04:41:00,899647951,,"173.199.114.99",1
07/10/2012 04:39:00,899647315,,"173.199.114.83",1
07/10/2012 04:37:00,899646659,,"173.199.117.235",1
07/10/2012 04:35:00,899646038,,"173.199.120.163",1
07/10/2012 04:33:00,899645363,,"173.199.116.203",1
07/10/2012 04:31:00,899644632,,"173.199.119.59",1
07/10/2012 04:29:00,899643968,,"173.199.115.139",1
07/10/2012 04:27:00,899643320,,"173.199.114.123",1
07/10/2012 04:26:00,899642644,,"173.199.114.123",1
07/10/2012 04:24:00,899641929,,"173.199.115.179",1
07/10/2012 04:22:00,899641233,,"173.199.117.251",1
07/10/2012 04:20:00,899640492,,"173.199.115.115",1
07/10/2012 04:18:00,899639803,,"173.199.120.51",1
07/10/2012 04:16:00,899639158,,"173.199.116.19",1
07/10/2012 04:11:00,899637207,,"173.199.116.251",1
07/10/2012 04:07:00,899636092,,"173.199.115.59",1
07/10/2012 04:03:00,899634801,,"173.199.116.219",1
07/10/2012 04:01:00,899634069,,"173.199.115.91",1
07/10/2012 03:59:00,899633478,,"173.199.119.59",1
07/10/2012 01:06:00,899579263,,"173.199.116.203",1
07/10/2012 00:08:00,899558407,,"173.199.117.243",1
07/10/2012 00:01:00,899554956,,"173.199.120.107",1
06/10/2012 23:53:00,899551842,,"173.199.120.35",1
06/10/2012 23:46:00,899548294,,"173.199.116.219",1
06/10/2012 23:38:00,899545040,,"173.199.114.123",1
